product_category,pdt_SUB_CATEGORY,barcode_ean13,site_key,DATE,CA
ALCOOLS,GIN-VODKA-TEQUILA,f_f_9101026952050,f_f_4040412947643,2023-07-10,35.77
APERITIFS,CREMES DE FRUITS,f_f_6719061548003,f_f_4040412947643,2023-09-09,4.57
BIERES ET PANACHES,BIERES MODERNES,f_f_4581273999162,f_f_4040412947643,2023-05-25,18.47
NON GAZEIFIES,BOISSONS CHOCOLATEES,f_f_5799330953968,f_f_4040412947643,2023-02-26,16.54
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0852737977359,f_f_4040412947643,2023-06-11,32.95
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2244284062387,f_f_4040412947643,2023-08-13,37.39
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8843177042075,f_f_4040412947643,2023-03-05,50.69
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1187228674806,f_f_4040412947643,2023-02-08,38.85
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5522935287912,f_f_4040412947643,2023-02-14,14.43
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9529749305296,f_f_4040412947643,2023-06-24,4.0
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2216015967292,f_f_4040412947643,2023-03-02,45.25
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7925327089299,f_f_4040412947643,2023-02-09,49.02
SIROPS,AGRUMES,f_f_9193001419627,f_f_4040412947643,2023-03-07,23.67
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1145058053628,f_f_4040412947643,2023-06-05,33.91
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_3892321347059,f_f_4040412947643,2023-07-28,46.11
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5743348602295,f_f_4040412947643,2023-06-14,32.21
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1584612748318,f_f_4040412947643,2023-02-06,47.32
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0795141123380,f_f_4040412947643,2023-07-03,6.12
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6122934824157,f_f_4040412947643,2023-06-22,25.05
NON GAZEIFIES,MELANGES DE FRUITS,f_f_5707427093053,f_f_4040412947643,2023-04-23,31.03
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9846748361505,f_f_4040412947643,2023-06-02,28.35
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_7879936847354,f_f_4040412947643,2023-10-17,12.83
APERITIFS,SANS ALCOOL,f_f_1163162331791,f_f_4040412947643,2023-09-23,15.31
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1003952455767,f_f_4040412947643,2023-07-16,38.21
ALCOOLS,RHUMS ET SIROPS DE CANNE,f_f_2731660494844,f_f_4040412947643,2023-08-25,37.27
NON GAZEIFIES,MELANGES DE FRUITS,f_f_2622358332459,f_f_4040412947643,2023-09-27,48.74
SNACKING SOFTS DRINKS,SNACKING SOFTS DRINKS,f_f_2841143748392,f_f_4040412947643,2023-09-08,26.72
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2309990584155,f_f_4040412947643,2023-08-16,36.4
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_4042121547060,f_f_4040412947643,2023-09-11,8.79
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4852939449230,f_f_4040412947643,2023-04-09,31.32
APERITIFS,CREMES DE FRUITS,f_f_7118327395402,f_f_4040412947643,2023-02-28,16.04
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5862754625824,f_f_4040412947643,2023-09-19,19.29
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8282739061008,f_f_4040412947643,2023-06-22,30.12
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5056364993675,f_f_4040412947643,2023-09-20,29.64
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5548223320932,f_f_4040412947643,2023-04-28,13.68
APERITIFS,SANS ALCOOL,f_f_7958089736644,f_f_4040412947643,2023-04-23,1.46
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9013706933450,f_f_4040412947643,2023-03-01,13.96
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6127160038347,f_f_4040412947643,2023-07-08,12.2
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5850616806436,f_f_4040412947643,2023-05-26,41.73
APERITIFS,ANISES,f_f_9209953236950,f_f_4040412947643,2023-06-24,38.55
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_4255922313240,f_f_4040412947643,2023-05-10,3.94
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9026289626145,f_f_4040412947643,2023-08-05,1.17
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0672753921170,f_f_4040412947643,2023-08-02,45.57
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5736483069672,f_f_4040412947643,2023-10-05,7.75
ALCOOLS,COCKTAILS,f_f_4804695852489,f_f_4040412947643,2023-09-13,19.08
APERITIFS,CREMES DE FRUITS,f_f_9257735990934,f_f_4040412947643,2023-08-04,16.22
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1084830409409,f_f_4040412947643,2023-07-15,23.99
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3108965505008,f_f_4040412947643,2023-03-02,8.35
ALCOOLS,GIN-VODKA-TEQUILA,f_f_0945543718695,f_f_4040412947643,2023-04-08,42.92
ALCOOLS,WHISKEYS IRLANDAIS,f_f_6847741449637,f_f_4040412947643,2023-10-03,3.92
CIDRES,CIDRES/PETILLANTS,f_f_0967772041245,f_f_4040412947643,2023-04-18,36.71
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1964717009604,f_f_4040412947643,2023-10-03,17.17
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8597573290874,f_f_4040412947643,2023-04-22,12.98
APERITIFS,ANISES,f_f_6364237867299,f_f_4040412947643,2023-02-25,45.7
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_7811954876220,f_f_4040412947643,2023-05-18,25.58
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_3994345195880,f_f_4040412947643,2023-01-02,30.98
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_4134106077799,f_f_4040412947643,2023-07-11,35.66
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_7885607356544,f_f_4040412947643,2023-07-01,25.43
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6352937270327,f_f_4040412947643,2023-09-05,7.95
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9175129481670,f_f_4040412947643,2023-03-13,33.19
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5829523518084,f_f_4040412947643,2023-10-22,39.36
APERITIFS,ANISES,f_f_5897484093605,f_f_4040412947643,2023-03-23,21.95
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6686098202706,f_f_4040412947643,2023-06-28,43.79
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6023344356866,f_f_4040412947643,2023-05-15,4.56
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6620650987878,f_f_4040412947643,2023-02-11,20.33
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3205498433263,f_f_4040412947643,2023-10-21,43.46
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0835663196056,f_f_4040412947643,2023-05-07,11.02
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5175048644648,f_f_4040412947643,2023-01-14,31.45
ALCOOLS,GIN-VODKA-TEQUILA,f_f_3037166111049,f_f_4040412947643,2023-09-05,34.72
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1296724181210,f_f_4040412947643,2023-03-09,36.51
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5631178781863,f_f_4040412947643,2023-08-09,14.22
VINS DE TABLES/PAYS,VINS DE TABLE BLANCS,f_f_9677609858328,f_f_4040412947643,2023-09-19,23.81
CIDRES,CIDRES/PETILLANTS,f_f_9260314978339,f_f_4040412947643,2023-03-13,30.53
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_3899777590619,f_f_4040412947643,2023-01-24,3.26
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5011743879872,f_f_4040412947643,2023-05-14,45.71
VINS DE TABLES/PAYS,VINS DE TABLE ROUGES,f_f_8136690341054,f_f_4040412947643,2023-06-19,3.09
ALCOOLS,WHISKIES BLENDED-12ANS,f_f_9271736210808,f_f_4040412947643,2023-02-03,31.0
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1821463881512,f_f_4040412947643,2023-08-21,19.75
APERITIFS,SANS ALCOOL,f_f_2453641271489,f_f_4040412947643,2023-09-14,14.23
ALCOOLS,PUNCHS,f_f_2239755478262,f_f_4040412947643,2023-04-11,1.52
APERITIFS,SANS ALCOOL,f_f_3477740204055,f_f_4040412947643,2023-07-30,15.92
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2530659464000,f_f_4040412947643,2023-08-13,25.77
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1877512837559,f_f_4040412947643,2023-05-19,50.82
EAUX PLATES,EAUX PLATES,f_f_7777324007260,f_f_4040412947643,2023-07-05,11.36
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5710591015615,f_f_4040412947643,2023-09-08,16.46
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9183044809202,f_f_4040412947643,2023-09-06,40.88
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_3652893713764,f_f_4040412947643,2023-03-27,44.02
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5909167985746,f_f_4040412947643,2023-05-21,18.35
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_6711688222328,f_f_4040412947643,2023-06-25,29.34
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_8728924680130,f_f_4040412947643,2023-08-13,25.35
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4408164995112,f_f_4040412947643,2023-09-30,40.42
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9920281950799,f_f_4040412947643,2023-03-23,11.87
APERITIFS,CREMES DE FRUITS,f_f_1656596350013,f_f_4040412947643,2023-10-20,6.28
BIERES ET PANACHES,BIERES MODERNES,f_f_0670489679983,f_f_4040412947643,2023-06-30,43.28
BIERES ET PANACHES,BIERES MODERNES,f_f_5106527369035,f_f_4040412947643,2023-06-23,18.41
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3238785239668,f_f_4040412947643,2023-03-21,2.09
APERITIFS,CREMES DE FRUITS,f_f_0049834290645,f_f_4040412947643,2023-08-05,40.57
EAUX PLATES,EAUX PLATES,f_f_5173814198999,f_f_4040412947643,2023-02-25,44.68
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_9415022655014,f_f_4040412947643,2023-04-28,34.97
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3287179740655,f_f_4040412947643,2023-08-13,39.26
APERITIFS,ANISES,f_f_9664641884033,f_f_4040412947643,2023-06-10,20.93
CIDRES,CIDRES/PETILLANTS,f_f_9001454748006,f_f_4040412947643,2023-06-01,9.83
APERITIFS,CREMES DE FRUITS,f_f_6914588644171,f_f_4040412947643,2023-04-13,6.98
APERITIFS,SANS ALCOOL,f_f_0247514552483,f_f_4040412947643,2023-08-05,37.53
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0038124558787,f_f_4040412947643,2023-02-23,44.4
APERITIFS,ANISES,f_f_6087101142079,f_f_4040412947643,2023-05-02,4.48
VQPRD BLANCS,VINS D ALSACE,f_f_3414407532083,f_f_4040412947643,2023-10-01,30.73
SIROPS,A BASE DE PLANTE,f_f_6659987002145,f_f_4040412947643,2023-10-05,10.72
APERITIFS,SANS ALCOOL,f_f_4221747287813,f_f_4040412947643,2023-03-21,19.96
APERITIFS,SANS ALCOOL,f_f_7770606908101,f_f_4040412947643,2023-06-30,8.41
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2424779740710,f_f_4040412947643,2023-02-11,49.03
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8179206078419,f_f_4040412947643,2023-05-08,7.18
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8804569936495,f_f_4040412947643,2023-02-23,44.94
APERITIFS,CREMES DE FRUITS,f_f_9400516597758,f_f_4040412947643,2023-09-16,32.51
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_3461212713725,f_f_4040412947643,2023-02-10,22.96
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9414048113720,f_f_4040412947643,2023-07-01,12.33
APERITIFS,SANS ALCOOL,f_f_4627526117249,f_f_4040412947643,2023-07-01,20.05
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7355690267572,f_f_4040412947643,2023-04-28,23.21
BIERES ET PANACHES,BIERES MODERNES,f_f_6043319238379,f_f_4040412947643,2023-06-02,33.76
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0025454806886,f_f_4040412947643,2023-10-01,3.75
APERITIFS,SANS ALCOOL,f_f_6532499583640,f_f_4040412947643,2023-07-29,39.16
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8439555533442,f_f_4040412947643,2023-07-17,3.22
EAUX PLATES,EAUX PLATES,f_f_7407963949934,f_f_4040412947643,2023-08-09,9.19
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9276738684015,f_f_4040412947643,2023-10-08,7.55
APERITIFS,ANISES,f_f_7865729595854,f_f_4040412947643,2023-06-04,38.77
EAUX PLATES,EAUX PLATES,f_f_2968476856423,f_f_4040412947643,2023-04-02,27.54
CHAMPAGNES,CHAMPAGNES ROSES,f_f_5493287747112,f_f_4040412947643,2023-07-30,25.96
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_8170346432772,f_f_4040412947643,2023-03-25,19.03
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5256562606951,f_f_4040412947643,2023-08-31,41.6
EAUX PLATES,EAUX PLATES,f_f_6256017226900,f_f_4040412947643,2023-01-03,34.08
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4123732950576,f_f_4040412947643,2023-02-07,49.81
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3796355949688,f_f_4040412947643,2023-08-09,1.77
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3462444430985,f_f_4040412947643,2023-04-14,11.16
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9922942417344,f_f_4040412947643,2023-09-09,9.62
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6606989093404,f_f_4040412947643,2023-02-17,44.53
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9030914821119,f_f_4040412947643,2023-06-07,1.54
APERITIFS,CREMES DE FRUITS,f_f_9483513322486,f_f_4040412947643,2023-10-11,13.22
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0618336732528,f_f_4040412947643,2023-08-02,48.4
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_4780026231874,f_f_4040412947643,2023-07-25,47.79
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0397139110886,f_f_4040412947643,2023-05-19,8.42
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0510528354030,f_f_4040412947643,2023-08-07,14.34
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3248165733471,f_f_4040412947643,2023-09-19,24.6
CIDRES,CIDRES/PETILLANTS,f_f_6018548398200,f_f_4040412947643,2023-07-30,24.1
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6168071191738,f_f_4040412947643,2023-09-20,47.45
APERITIFS,CREMES DE FRUITS,f_f_7344101963738,f_f_4040412947643,2023-01-07,45.38
CHAMPAGNES,MILLESIME ET CUVEE SPECIALE,f_f_3260583528897,f_f_4040412947643,2023-07-02,6.19
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4779435915178,f_f_4040412947643,2023-05-12,35.72
APERITIFS,CREMES DE FRUITS,f_f_4631956268716,f_f_4040412947643,2023-01-24,29.97
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_4552114435255,f_f_4040412947643,2023-06-11,31.69
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9799733067565,f_f_4040412947643,2023-06-20,14.0
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3701284795749,f_f_4040412947643,2023-02-07,23.3
EAUX PLATES,EAUX PLATES,f_f_7378122076924,f_f_4040412947643,2023-01-17,12.0
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_3330944331241,f_f_4040412947643,2023-06-25,26.48
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7575243580730,f_f_4040412947643,2023-06-09,9.6
VQPRD BLANCS,VINS D ALSACE,f_f_8064958341358,f_f_4040412947643,2023-08-27,7.94
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_8058741168307,f_f_4040412947643,2023-07-14,46.66
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9740027593543,f_f_4040412947643,2023-02-23,36.16
CIDRES,CIDRES/PETILLANTS,f_f_9988687273034,f_f_4040412947643,2023-07-31,5.81
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8832648702907,f_f_4040412947643,2023-10-13,20.41
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7770816098548,f_f_4040412947643,2023-01-20,47.04
APERITIFS,SANS ALCOOL,f_f_5754315013372,f_f_4040412947643,2023-04-18,17.99
APERITIFS,SANS ALCOOL,f_f_7183858693662,f_f_4040412947643,2023-03-05,8.95
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4246940437278,f_f_4040412947643,2023-02-26,33.35
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4357627839718,f_f_4040412947643,2023-07-08,17.75
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_8292368848864,f_f_4040412947643,2023-10-19,45.17
CIDRES,CIDRES/PETILLANTS,f_f_3007991197150,f_f_4040412947643,2023-02-06,31.47
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_4256080861437,f_f_4040412947643,2023-07-28,32.03
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_5156791031275,f_f_4040412947643,2023-07-05,27.94
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6772256925539,f_f_4040412947643,2023-10-21,12.52
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7155068298296,f_f_4040412947643,2023-02-23,19.61
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5926064587408,f_f_4040412947643,2023-03-19,3.7
SIROPS,AGRUMES,f_f_5477603752073,f_f_4040412947643,2023-03-26,34.69
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5566543754954,f_f_4040412947643,2023-07-08,37.91
APERITIFS,CREMES DE FRUITS,f_f_3209077883630,f_f_4040412947643,2023-07-20,34.11
ALCOOLS,COCKTAILS,f_f_8264521147282,f_f_4040412947643,2023-07-25,20.21
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4917037225879,f_f_4040412947643,2023-09-05,14.54
VQPRD ROSES,BORDEAUX,f_f_2087091634572,f_f_4040412947643,2023-05-01,41.4
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_9645136087542,f_f_4040412947643,2023-01-15,45.27
BIERES ET PANACHES,BIERES DE DEGUSTATION,f_f_3236397524585,f_f_4040412947643,2023-08-25,37.4
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4045295361616,f_f_4040412947643,2023-06-16,33.64
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8137902422585,f_f_4040412947643,2023-09-13,24.78
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1764961212498,f_f_4040412947643,2023-04-09,50.79
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2305147583255,f_f_4040412947643,2023-01-03,12.72
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_7803823206887,f_f_4040412947643,2023-09-26,3.75
MOUSSEUX/VINS PETILL.,MOUSSEUX - CUVE CLOSE,f_f_8564319539856,f_f_4040412947643,2023-08-22,16.58
APERITIFS,SANS ALCOOL,f_f_0321035828057,f_f_4040412947643,2023-06-25,11.91
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3763259879410,f_f_4040412947643,2023-05-27,33.32
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_9007207517103,f_f_4040412947643,2023-01-21,17.45
APERITIFS,SANS ALCOOL,f_f_8392851009748,f_f_4040412947643,2023-03-31,9.39
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5365782667922,f_f_4040412947643,2023-02-16,49.66
APERITIFS,ANISES,f_f_2549039091965,f_f_4040412947643,2023-10-13,4.71
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6279050495652,f_f_4040412947643,2023-07-13,26.96
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6938525757687,f_f_4040412947643,2023-09-20,37.01
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6091210324752,f_f_4040412947643,2023-09-11,29.86
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0286836262915,f_f_4040412947643,2023-09-14,43.03
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1248316036231,f_f_4040412947643,2023-01-28,6.78
ALCOOLS,PUNCHS,f_f_9014485190256,f_f_4040412947643,2023-03-13,50.04
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3452220181859,f_f_4040412947643,2023-01-07,27.73
ALCOOLS,GIN-VODKA-TEQUILA,f_f_6414424896974,f_f_4040412947643,2023-01-26,16.03
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_0531679602399,f_f_4040412947643,2023-01-16,41.25
APERITIFS,SANS ALCOOL,f_f_2132427225082,f_f_4040412947643,2023-03-25,38.62
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1076227172515,f_f_4040412947643,2023-01-14,41.72
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6725329840345,f_f_4040412947643,2023-07-09,29.72
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8823503018073,f_f_4040412947643,2023-04-22,2.27
APERITIFS,CREMES DE FRUITS,f_f_5653167998199,f_f_4040412947643,2023-08-29,44.49
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0093730980209,f_f_4040412947643,2023-09-21,31.81
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7046678664697,f_f_4040412947643,2023-01-26,41.77
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4878393891422,f_f_4040412947643,2023-10-19,25.13
APERITIFS,CREMES DE FRUITS,f_f_8991698385482,f_f_4040412947643,2023-04-09,13.01
SNACKING VINS,SNACKING VINS,f_f_7862639222429,f_f_4040412947643,2023-06-13,37.61
ALCOOLS,RHUMS ET SIROPS DE CANNE,f_f_5242936711703,f_f_4040412947643,2023-03-15,38.81
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5802157287946,f_f_4040412947643,2023-01-27,42.67
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8035201680517,f_f_4040412947643,2023-08-25,40.22
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5563356096097,f_f_4040412947643,2023-04-13,7.25
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_4478036816661,f_f_4040412947643,2023-09-03,36.34
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9118922409144,f_f_4040412947643,2023-05-16,28.17
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_4926959333234,f_f_4040412947643,2023-07-26,34.85
APERITIFS,CREMES DE FRUITS,f_f_9314027901044,f_f_4040412947643,2023-04-03,9.86
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_9823184057100,f_f_4040412947643,2023-08-24,43.56
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5632209944011,f_f_4040412947643,2023-02-20,48.43
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_8430782213794,f_f_4040412947643,2023-05-12,14.48
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5258175720949,f_f_4040412947643,2023-07-06,17.45
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0918276788150,f_f_4040412947643,2023-06-21,24.39
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2609237659715,f_f_4040412947643,2023-02-24,47.79
ALCOOLS,COCKTAILS,f_f_1742830286856,f_f_4040412947643,2023-01-25,19.88
CIDRES,CIDRES/PETILLANTS,f_f_2964817308415,f_f_4040412947643,2023-04-01,1.33
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9530550076114,f_f_4040412947643,2023-10-01,35.78
ALCOOLS,GIN-VODKA-TEQUILA,f_f_2892593275341,f_f_4040412947643,2023-09-24,43.22
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_3172092504326,f_f_4040412947643,2023-02-16,20.45
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_3986441095065,f_f_4040412947643,2023-02-23,27.84
APERITIFS,SANS ALCOOL,f_f_6863234433587,f_f_4040412947643,2023-09-20,48.01
VQPRD BLANCS,VINS D ALSACE,f_f_0174638302659,f_f_4040412947643,2023-03-14,31.45
APERITIFS,ANISES,f_f_1681174297350,f_f_4040412947643,2023-08-15,30.1
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4981407749968,f_f_4040412947643,2023-04-28,23.06
ALCOOLS,PUNCHS,f_f_7714362661566,f_f_4040412947643,2023-03-18,7.88
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5951623432646,f_f_4040412947643,2023-10-14,21.22
APERITIFS,CREMES DE FRUITS,f_f_3600129592003,f_f_4040412947643,2023-06-29,18.52
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6954695270665,f_f_4040412947643,2023-09-19,9.2
APERITIFS,SANS ALCOOL,f_f_4554960402689,f_f_4040412947643,2023-10-23,19.44
