product_category,pdt_SUB_CATEGORY,barcode_ean13,site_key,DATE,CA
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_1831840627411,f_f_3032990708373,2023-07-26,13.79
APERITIFS,CREMES DE FRUITS,f_f_8616631593082,f_f_3032990708373,2023-08-03,21.83
NON GAZEIFIES,AUTRES MONO FRUITS,f_f_2705741295125,f_f_3032990708373,2023-01-13,40.61
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3878280800347,f_f_3032990708373,2023-10-22,9.81
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_3745295653858,f_f_3032990708373,2023-09-12,28.35
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0420711030606,f_f_3032990708373,2023-04-15,10.95
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8671065069879,f_f_3032990708373,2023-09-24,35.9
BIERES ET PANACHES,BIERES S/ALCOOL ET ALLEGEES,f_f_3793782527809,f_f_3032990708373,2023-07-07,14.02
SIROPS,AGRUMES,f_f_6008104228218,f_f_3032990708373,2023-07-27,16.75
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5410131149977,f_f_3032990708373,2023-04-30,10.61
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5362692938135,f_f_3032990708373,2023-09-06,24.23
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2521862681209,f_f_3032990708373,2023-03-03,7.7
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5572590352784,f_f_3032990708373,2023-06-10,24.11
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0037661125414,f_f_3032990708373,2023-09-27,43.05
ALCOOLS,GIN-VODKA-TEQUILA,f_f_3789474044785,f_f_3032990708373,2023-06-27,11.03
APERITIFS,SANS ALCOOL,f_f_9276718645197,f_f_3032990708373,2023-06-23,48.48
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5674155328149,f_f_3032990708373,2023-06-22,41.24
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6419942933583,f_f_3032990708373,2023-06-04,46.37
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5606655565564,f_f_3032990708373,2023-10-01,29.21
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_9906596078458,f_f_3032990708373,2023-09-10,35.12
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4933557323314,f_f_3032990708373,2023-05-17,12.71
CIDRES,CIDRES/PETILLANTS,f_f_5069635342881,f_f_3032990708373,2023-01-31,44.59
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9285232874945,f_f_3032990708373,2023-03-11,5.22
ALCOOLS,PUNCHS,f_f_1343582295716,f_f_3032990708373,2023-06-04,20.21
ALCOOLS,PUNCHS,f_f_4690979552714,f_f_3032990708373,2023-02-01,50.22
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_3551424548298,f_f_3032990708373,2023-06-02,37.23
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_2683863617806,f_f_3032990708373,2023-05-15,29.0
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_3172092504326,f_f_3032990708373,2023-03-13,40.38
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9792124499587,f_f_3032990708373,2023-04-28,12.03
SIROPS,BOISSON A RECONSTITUER,f_f_2273293148829,f_f_3032990708373,2023-03-24,13.7
APERITIFS,CREMES DE FRUITS,f_f_3004290745914,f_f_3032990708373,2023-02-01,36.11
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_3689887870943,f_f_3032990708373,2023-03-11,34.09
APERITIFS,SANS ALCOOL,f_f_2659964201572,f_f_3032990708373,2023-05-05,8.28
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8901020792246,f_f_3032990708373,2023-07-25,30.51
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4517594939396,f_f_3032990708373,2023-08-06,41.57
ALCOOLS,PUNCHS,f_f_1638692027280,f_f_3032990708373,2023-05-05,39.64
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_2267573365297,f_f_3032990708373,2023-09-01,41.8
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1126206632520,f_f_3032990708373,2023-08-29,16.17
APERITIFS,SANS ALCOOL,f_f_8630984207861,f_f_3032990708373,2023-01-24,3.32
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5765167657416,f_f_3032990708373,2023-02-13,46.68
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7961658020112,f_f_3032990708373,2023-08-16,18.41
ALCOOLS,GIN-VODKA-TEQUILA,f_f_3462587135037,f_f_3032990708373,2023-05-28,49.57
APERITIFS,SANS ALCOOL,f_f_6919703635553,f_f_3032990708373,2023-09-23,37.62
APERITIFS,ANISES,f_f_1758180357092,f_f_3032990708373,2023-04-20,13.64
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4899357218048,f_f_3032990708373,2023-05-11,46.66
APERITIFS,SANS ALCOOL,f_f_7880551840484,f_f_3032990708373,2023-01-01,14.04
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1743418146067,f_f_3032990708373,2023-04-09,22.55
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5971496341692,f_f_3032990708373,2023-04-06,13.13
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0904957670777,f_f_3032990708373,2023-07-04,10.6
ALCOOLS,GIN-VODKA-TEQUILA,f_f_2499269717336,f_f_3032990708373,2023-01-20,36.29
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4049168451077,f_f_3032990708373,2023-03-30,8.79
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_8559760714136,f_f_3032990708373,2023-06-02,32.64
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_9136540174633,f_f_3032990708373,2023-04-05,41.56
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_4914419699198,f_f_3032990708373,2023-05-27,29.37
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3083826920834,f_f_3032990708373,2023-08-17,37.7
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2736892131475,f_f_3032990708373,2023-06-14,18.17
APERITIFS,ANISES,f_f_5525776551525,f_f_3032990708373,2023-02-28,12.69
ALCOOLS,GIN-VODKA-TEQUILA,f_f_4332263918638,f_f_3032990708373,2023-09-19,31.41
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5918327796931,f_f_3032990708373,2023-01-01,41.4
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4358195059102,f_f_3032990708373,2023-01-27,33.93
APERITIFS,SANS ALCOOL,f_f_1379632307955,f_f_3032990708373,2023-06-18,13.16
MOUSSEUX/VINS PETILL.,MOUSSEUX - CUVE CLOSE,f_f_0704366660976,f_f_3032990708373,2023-09-28,9.91
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0633996571232,f_f_3032990708373,2023-08-11,2.69
APERITIFS,CREMES DE FRUITS,f_f_9708535205716,f_f_3032990708373,2023-08-30,36.7
VQPRD BLANCS,VINS D ALSACE,f_f_5597651739434,f_f_3032990708373,2023-06-25,37.45
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3398360373887,f_f_3032990708373,2023-06-13,11.03
ALCOOLS,RHUMS ET SIROPS DE CANNE,f_f_9709508450386,f_f_3032990708373,2023-01-29,35.69
ALCOOLS,PUNCHS,f_f_6435642299224,f_f_3032990708373,2023-02-17,21.42
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_9100094807521,f_f_3032990708373,2023-02-26,34.18
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1374458584726,f_f_3032990708373,2023-02-27,16.98
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_2430034127264,f_f_3032990708373,2023-02-02,50.17
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_5215818953348,f_f_3032990708373,2023-09-18,7.9
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1108051863960,f_f_3032990708373,2023-05-31,21.69
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5855965881882,f_f_3032990708373,2023-05-29,47.15
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_4052083794600,f_f_3032990708373,2023-02-02,13.62
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9255587215991,f_f_3032990708373,2023-09-11,5.49
APERITIFS,CREMES DE FRUITS,f_f_3162995133792,f_f_3032990708373,2023-10-14,41.88
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_6711688222328,f_f_3032990708373,2023-05-09,22.23
ALCOOLS,COCKTAILS,f_f_7280885383693,f_f_3032990708373,2023-03-04,25.65
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1554400724008,f_f_3032990708373,2023-06-27,32.88
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3019052588463,f_f_3032990708373,2023-02-24,30.94
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0597496227450,f_f_3032990708373,2023-10-17,40.41
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5194276211736,f_f_3032990708373,2023-04-11,13.53
NON GAZEIFIES,BOISSONS CHOCOLATEES,f_f_5702831515177,f_f_3032990708373,2023-09-11,42.98
ALCOOLS,GIN-VODKA-TEQUILA,f_f_0210586060255,f_f_3032990708373,2023-09-16,14.25
ALCOOLS,PUNCHS,f_f_3633398776379,f_f_3032990708373,2023-08-25,33.4
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_2016715620424,f_f_3032990708373,2023-08-09,28.9
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4771625963556,f_f_3032990708373,2023-01-04,31.81
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8538826626422,f_f_3032990708373,2023-04-09,42.85
APERITIFS,SANS ALCOOL,f_f_8237666386458,f_f_3032990708373,2023-06-14,25.67
APERITIFS,ANISES,f_f_3998578961328,f_f_3032990708373,2023-02-02,30.3
APERITIFS,SANS ALCOOL,f_f_5735025845224,f_f_3032990708373,2023-01-10,20.85
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1003952455767,f_f_3032990708373,2023-05-08,8.85
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_7600681923747,f_f_3032990708373,2023-01-16,21.47
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5740573684614,f_f_3032990708373,2023-05-08,22.76
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3632043797301,f_f_3032990708373,2023-05-03,22.2
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_4851734018214,f_f_3032990708373,2023-05-06,29.4
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5204785209336,f_f_3032990708373,2023-09-14,4.84
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9454952736134,f_f_3032990708373,2023-04-21,10.45
NON GAZEIFIES,BOISSONS CHOCOLATEES,f_f_6519754431625,f_f_3032990708373,2023-02-06,6.77
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_1078495141231,f_f_3032990708373,2023-02-06,12.73
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7046678664697,f_f_3032990708373,2023-10-18,29.21
ALCOOLS,GIN-VODKA-TEQUILA,f_f_7284675689200,f_f_3032990708373,2023-07-08,19.12
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0926525421888,f_f_3032990708373,2023-06-24,8.4
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8198441769463,f_f_3032990708373,2023-08-24,18.3
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4960830243403,f_f_3032990708373,2023-05-24,41.41
APERITIFS,SANS ALCOOL,f_f_7723929806814,f_f_3032990708373,2023-02-24,30.33
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3216597442094,f_f_3032990708373,2023-07-09,3.47
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_0531679602399,f_f_3032990708373,2023-10-18,34.79
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5056192168610,f_f_3032990708373,2023-08-12,46.98
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2846122525773,f_f_3032990708373,2023-05-10,31.58
VQPRD BLANCS,VINS D ALSACE,f_f_1256293833439,f_f_3032990708373,2023-08-28,10.3
GAZEIFIES,COLAS,f_f_1503816103235,f_f_3032990708373,2023-05-15,48.36
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8132093513593,f_f_3032990708373,2023-05-24,39.7
BIERES ET PANACHES,BIERES MODERNES,f_f_2076775039314,f_f_3032990708373,2023-03-07,26.01
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4045295361616,f_f_3032990708373,2023-09-17,42.91
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_5160177902134,f_f_3032990708373,2023-07-07,35.34
APERITIFS,SANS ALCOOL,f_f_0077792334521,f_f_3032990708373,2023-07-10,42.99
ALCOOLS,GIN-VODKA-TEQUILA,f_f_2101190740375,f_f_3032990708373,2023-01-24,6.37
EAUX PLATES,EAUX PLATES,f_f_7260622335581,f_f_3032990708373,2023-10-23,28.52
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5988559552995,f_f_3032990708373,2023-07-21,2.68
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4474372752212,f_f_3032990708373,2023-06-20,12.51
NON GAZEIFIES,MELANGES DE FRUITS,f_f_6448298381687,f_f_3032990708373,2023-03-19,47.97
SNACKING SOFTS DRINKS,SNACKING SOFTS DRINKS,f_f_7517237474434,f_f_3032990708373,2023-05-23,16.87
CIDRES,CIDRES/PETILLANTS,f_f_3072203661682,f_f_3032990708373,2023-06-30,39.69
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_9980774847043,f_f_3032990708373,2023-08-19,36.19
BIERES ET PANACHES,BIERES DE TRADITION,f_f_6170105353685,f_f_3032990708373,2023-06-13,29.17
CIDRES,CIDRES/PETILLANTS,f_f_5944939573790,f_f_3032990708373,2023-06-30,11.81
APERITIFS,SANS ALCOOL,f_f_0498497941966,f_f_3032990708373,2023-10-20,45.42
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4001121608478,f_f_3032990708373,2023-04-03,20.9
EAUX PLATES,EAUX PLATES,f_f_5884533224905,f_f_3032990708373,2023-03-18,15.85
APERITIFS,SANS ALCOOL,f_f_7052177230752,f_f_3032990708373,2023-07-24,30.3
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7561491247853,f_f_3032990708373,2023-06-28,18.69
APERITIFS,SANS ALCOOL,f_f_6545471733841,f_f_3032990708373,2023-02-10,29.5
APERITIFS,SANS ALCOOL,f_f_2616780800068,f_f_3032990708373,2023-06-01,29.25
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0299914282675,f_f_3032990708373,2023-08-05,17.28
APERITIFS,SANS ALCOOL,f_f_2993908580157,f_f_3032990708373,2023-08-12,7.83
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1282808018893,f_f_3032990708373,2023-03-16,11.03
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_7879936847354,f_f_3032990708373,2023-07-03,18.22
APERITIFS,SANS ALCOOL,f_f_9060163592454,f_f_3032990708373,2023-10-23,19.16
APERITIFS,SANS ALCOOL,f_f_9960377784594,f_f_3032990708373,2023-09-10,8.09
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5795667383416,f_f_3032990708373,2023-07-16,43.42
ALCOOLS,PUNCHS,f_f_5506233629308,f_f_3032990708373,2023-09-23,46.04
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_3030241029635,f_f_3032990708373,2023-04-11,41.88
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0386801860297,f_f_3032990708373,2023-10-16,33.36
APERITIFS,SANS ALCOOL,f_f_6072900992468,f_f_3032990708373,2023-07-22,33.07
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6680392090557,f_f_3032990708373,2023-05-19,30.0
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7618017585484,f_f_3032990708373,2023-07-18,14.74
ALCOOLS,PUNCHS,f_f_3198439393552,f_f_3032990708373,2023-03-12,27.81
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_5018233175179,f_f_3032990708373,2023-02-08,9.72
VQPRD ROSES,BORDEAUX,f_f_1510903217300,f_f_3032990708373,2023-04-02,40.83
NON GAZEIFIES,MELANGES DE FRUITS,f_f_9451744666020,f_f_3032990708373,2023-10-03,28.73
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8048358069166,f_f_3032990708373,2023-03-28,18.57
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5887662138440,f_f_3032990708373,2023-06-12,24.39
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9280052082716,f_f_3032990708373,2023-01-06,41.47
VQPRD BLANCS,VINS D ALSACE,f_f_1125449391669,f_f_3032990708373,2023-10-23,28.67
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4561058826715,f_f_3032990708373,2023-07-05,30.65
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6743246184670,f_f_3032990708373,2023-06-12,48.96
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2684441481017,f_f_3032990708373,2023-05-01,35.35
APERITIFS,ANISES,f_f_7298468084370,f_f_3032990708373,2023-06-06,48.78
VQPRD BLANCS,VINS D ALSACE,f_f_0174638302659,f_f_3032990708373,2023-09-22,7.38
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0918276788150,f_f_3032990708373,2023-07-18,13.18
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0912329334516,f_f_3032990708373,2023-09-25,27.76
APERITIFS,SANS ALCOOL,f_f_8796533461372,f_f_3032990708373,2023-03-21,48.37
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_3572933031453,f_f_3032990708373,2023-02-19,46.0
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9974378180125,f_f_3032990708373,2023-02-02,12.44
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0038124558787,f_f_3032990708373,2023-04-05,14.22
BIERES ET PANACHES,BIERES MODERNES,f_f_1524511655454,f_f_3032990708373,2023-10-01,40.45
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_9880412785655,f_f_3032990708373,2023-06-04,18.29
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1468426538788,f_f_3032990708373,2023-05-03,40.93
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0534658823242,f_f_3032990708373,2023-07-23,27.15
BIERES ET PANACHES,BIERES MODERNES,f_f_1772442025536,f_f_3032990708373,2023-08-23,13.6
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2897734478384,f_f_3032990708373,2023-10-21,37.51
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7860372657409,f_f_3032990708373,2023-08-01,39.2
BIERES ET PANACHES,BIERES FUTS,f_f_9028511292524,f_f_3032990708373,2023-06-12,18.22
VQPRD ROSES,COTES DU RHONE,f_f_2821691972999,f_f_3032990708373,2023-05-07,9.18
APERITIFS,CREMES DE FRUITS,f_f_9799765592547,f_f_3032990708373,2023-10-21,27.22
APERITIFS,ANISES,f_f_5724733051041,f_f_3032990708373,2023-09-13,45.59
APERITIFS,SANS ALCOOL,f_f_9897009538419,f_f_3032990708373,2023-06-11,4.35
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_2636628795097,f_f_3032990708373,2023-02-12,40.92
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_1924935514496,f_f_3032990708373,2023-07-07,46.63
APERITIFS,CREMES DE FRUITS,f_f_4981014243118,f_f_3032990708373,2023-02-04,19.92
CIDRES,CIDRES/PETILLANTS,f_f_2016683185734,f_f_3032990708373,2023-08-12,5.09
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2813089116511,f_f_3032990708373,2023-03-15,44.02
SIROPS,A BASE DE PLANTE,f_f_6054689119410,f_f_3032990708373,2023-05-06,30.93
SIROPS,AGRUMES,f_f_2272998693009,f_f_3032990708373,2023-08-20,21.44
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9458615963219,f_f_3032990708373,2023-07-09,14.45
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6073174845658,f_f_3032990708373,2023-02-18,28.63
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6224949860639,f_f_3032990708373,2023-10-11,24.34
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_2312309556934,f_f_3032990708373,2023-09-06,36.37
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4637886115137,f_f_3032990708373,2023-04-06,27.87
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4693838551989,f_f_3032990708373,2023-07-07,49.43
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7440094040668,f_f_3032990708373,2023-01-31,45.99
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6100132985474,f_f_3032990708373,2023-05-22,45.96
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1673359125251,f_f_3032990708373,2023-06-22,18.62
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3760394494881,f_f_3032990708373,2023-04-29,9.84
VQPRD BORDEAUX ROUGES,COTES DE BORDEAUX,f_f_3464600664067,f_f_3032990708373,2023-02-20,5.95
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5896452906787,f_f_3032990708373,2023-04-27,9.46
APERITIFS,CREMES DE FRUITS,f_f_2082263498907,f_f_9313762239153,2023-03-15,45.55
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_1980455430449,f_f_9313762239153,2023-10-15,36.6
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8913519682044,f_f_9313762239153,2023-06-30,44.14
APERITIFS,CREMES DE FRUITS,f_f_6799694991247,f_f_9313762239153,2023-04-13,39.42
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8106005953357,f_f_9313762239153,2023-06-17,28.23
APERITIFS,SANS ALCOOL,f_f_6072900992468,f_f_9313762239153,2023-05-28,20.19
APERITIFS,CREMES DE FRUITS,f_f_3004529974634,f_f_9313762239153,2023-09-21,42.06
APERITIFS,SANS ALCOOL,f_f_5814580969696,f_f_9313762239153,2023-10-13,44.93
VQPRD BLANCS,VINS D ALSACE,f_f_6368042880412,f_f_9313762239153,2023-10-07,7.96
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7120874422401,f_f_9313762239153,2023-07-09,28.17
APERITIFS,ANISES,f_f_5729238841418,f_f_9313762239153,2023-06-16,27.65
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_8314196617105,f_f_9313762239153,2023-03-01,9.59
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_4985750670986,f_f_9313762239153,2023-02-07,48.52
BIERES ET PANACHES,BIERES MODERNES,f_f_4240415604325,f_f_9313762239153,2023-02-10,2.92
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6626165962539,f_f_9313762239153,2023-07-19,31.76
APERITIFS,CREMES DE FRUITS,f_f_7299488751051,f_f_9313762239153,2023-04-11,1.25
APERITIFS,CREMES DE FRUITS,f_f_9099964749835,f_f_9313762239153,2023-10-23,37.64
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4811797203330,f_f_9313762239153,2023-07-10,34.86
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6460936012180,f_f_9313762239153,2023-01-22,38.36
EAUX PLATES,EAUX PLATES,f_f_3035279522417,f_f_9313762239153,2023-09-26,9.6
APERITIFS,ANISES,f_f_0953288283187,f_f_9313762239153,2023-02-25,11.89
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_4368920135469,f_f_9313762239153,2023-05-04,12.64
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0095055147435,f_f_9313762239153,2023-07-21,31.57
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7218943554167,f_f_9313762239153,2023-03-01,18.06
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_7349271056549,f_f_9313762239153,2023-09-28,37.42
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6205379832366,f_f_9313762239153,2023-08-27,32.63
APERITIFS,SANS ALCOOL,f_f_5033695963256,f_f_9313762239153,2023-07-02,11.86
APERITIFS,SANS ALCOOL,f_f_0096679393505,f_f_9313762239153,2023-10-11,26.85
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1050423455214,f_f_9313762239153,2023-06-05,16.19
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_1547095862582,f_f_9313762239153,2023-08-15,31.74
ALCOOLS,PUNCHS,f_f_2642739675692,f_f_9313762239153,2023-05-10,16.57
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6989045263813,f_f_9313762239153,2023-10-01,7.17
APERITIFS,CREMES DE FRUITS,f_f_4303584065332,f_f_9313762239153,2023-06-15,7.66
APERITIFS,CREMES DE FRUITS,f_f_6454027533166,f_f_9313762239153,2023-05-12,10.81
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_1906274346334,f_f_9313762239153,2023-03-03,44.68
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5354113318794,f_f_9313762239153,2023-01-09,27.01
VQPRD ROSES,BORDEAUX,f_f_0869141314564,f_f_9313762239153,2023-04-27,26.06
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_3461212713725,f_f_9313762239153,2023-08-27,29.65
CIDRES,CIDRES/PETILLANTS,f_f_5335891717832,f_f_9313762239153,2023-03-16,44.87
VQPRD BLANCS,VINS D ALSACE,f_f_6966644879027,f_f_9313762239153,2023-09-16,33.41
ALCOOLS,GIN-VODKA-TEQUILA,f_f_2746067850360,f_f_9313762239153,2023-01-25,40.66
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4220697933054,f_f_9313762239153,2023-08-05,7.65
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7915134691044,f_f_9313762239153,2023-06-25,5.29
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_8659960080342,f_f_9313762239153,2023-06-28,13.66
APERITIFS,CREMES DE FRUITS,f_f_6578291479125,f_f_9313762239153,2023-03-23,24.83
